country,country_code,col_belgium,col_britain,col_france,col_germany,col_italy,col_netherlands,col_portugal,col_spain,colstart_belgium,colstart_britain,colstart_france,colstart_germany,colstart_italy,colstart_netherlands,colstart_portugal,colstart_spain,first,colend_belgium,colend_britain,colend_france,colend_germany,colend_italy,colend_netherlands,colend_portugal,colend_spain,last,time_belgium,time_britain,time_france,time_germany,time_italy,time_netherlands,time_portugal,time_spain,main,max,time_indep_interim,simultaneous_time,time_total,year_independence,ncolonizers,efw_france,efw_portugal,efw_britain,efw_spain,efw_belgium,efw_italy,efw_netherlands,efw_germany,efw_colonizer,timec_total,hiel_indep,indep_from,main_indep,avg_efw,Area1,Area2,Area3,Area4,Area5,std,efw_std,Area1_std,Area2_std,Area3_std,Area4_std,Area5_std,std_std,Year,wb_region,efw_2019,Area1_2019,Area2_2019,Area3_2019,Area4_2019,Area5_2019,std_2019,efw_indep_year,efw_indep,efw_indep2_year,efw_indep2,efw_indep3_year,efw_indep3,efw_indep4_year,efw_indep4,efw_indep5_year,efw_indep5,ruggedness,legor_uk,legor_fr,legor_so,legor_ge,legor_sc,avg_ethnofrac,euro_share,lat,lon,africa,catho80,muslim80,lat_abst,f_french,f_spain,f_pothco,rich4,temp1,temp2,temp3,temp4,temp5,humid1,humid2,humid3,humid4,steplow,deslow,stepmid,desmid,drystep,hiland,drywint,avexpr,f_dutch,f_belg,f_italy,f_germ,logpgp95,landlock,goldm,iron,silv,zinc,oilres,logem4,america,ex2col,asia,lpd1500s,lland15,notmcp80,lpd1000s,lpa1500,coal,island,time_indep,centuries,multiple,long_colonizer,colonizer,late,diff,miss,continent,region,_est_est1,constant,touse
Guyana,GUY,0,1,0,0,0,1,0,0,,1814,,,,1580,,,1580,,1966,,,,1815,,,1966,0,152,0,0,0,235,0,0,Netherlands,235,0,1,386,1966,2,,,920.8096046849248,,,,,,7.870167561409613,117,7.829785237350956,Britain,0,6.304507567746851,4.712679783321305,4.915905940121586,7.964964220435858,7.060845011623696,6.872953357883556,1.511989163023885,.2645346968519263,.8833219227051857,.209113489147979,.2488139051143513,.5614593321518481,.5995082127050247,.1792658868281386,2019,Latin America & the Caribbean,5.810017152658662,3.947489672975367,5.331622401394591,8.303401739579135,5.764870427442898,5.688605048049741,1.575720171281477,,,,,1990,4.488850769049674,2000,6.179155718533295,2006,6.369056603773585,27.3,1,0,0,0,0,.2377778,.057,5,-59,0,18,9,.055555556,0,0,0,0,27,31,34,20,22,83,93,69,77,0,0,0,0,0,0,0,5.8863635,0,0,0,0,7.9047041,0,0,0,0,0,0,3.4713452,1,1,0,-1.5464631,12.190197,55,-.18272163,10.643734,0,0,34,3.8699999,1,Netherlands,Britain,0,,,America,America,1,1,1
Honduras,HND,0,0,0,0,0,0,0,1,,,,,,,,1524,1524,,,,,,,,1821,1821,0,0,0,0,0,0,0,297,Spain,297,0,0,297,1821,1,,,,,,,,,,0,,,,7.170283067151628,8.682417655616836,4.048372374345063,9.035478740096568,7.226829173965434,6.857943072254722,1.988708426318559,.1382934629296036,.2182891574367846,.2440752752671209,.387093336999338,.2656275612265419,.1718372446093008,.1061200768210685,2019,Latin America & the Caribbean,7.239716312056738,8.949673276402308,4.154031820015646,9.309398268524708,6.841372145866774,6.941876532267281,2.060119573002928,,,,,,,,,,,215,0,1,0,0,0,.0973593,.057,15,-86.5,0,95.800003,.1,.16666667,0,1,0,0,22,25,30,14,18,79,91,43,70,0,0,0,0,0,0,0,5.318182,0,0,0,0,7.6870804,0,0,0,0,0,0,4.3579903,1,1,0,.43178239,11.625272,1.499997,.14323421,12.057054,0,0,179,2.97,0,Spain,Spain,0,,,America,America,0,1,0
Haiti,HTI,0,0,1,0,0,0,0,0,,,1665,,,,,,1665,,,1804,,,,,,1804,0,0,139,0,0,0,0,0,France,139,0,0,139,1804,1,,,,,,,,,,0,,,,6.493248441054209,8.007531840134009,2.670741766049986,7.880900678219265,7.179361632276549,6.802418564438419,2.28514583739538,.191875027961923,.6454263995083339,.2540720536184975,.6478655038947615,.891961222524593,.3224859923847059,.1137924437516444,2019,Latin America & the Caribbean,6.679832826747721,9.113063393595406,2.408080446238962,6.952126903504808,7.804578901168223,7.107242072913275,2.534280777908847,,,,,,,,,,,236.2,0,1,0,0,0,.0644048,.035,19,-72.41670000000001,0,82.599998,0,.21111111,1,0,0,0,27,34,38,16,20,68,79,43,56,0,0,0,0,0,0,0,3.7272727,0,0,0,0,7.1467724,0,0,0,0,0,0,4.8675346,1,1,0,.27763188,10.224121,4.6000013,-.18272163,10.501753,0,1,196,1.39,0,France,France,0,,,America,America,0,1,0
Indonesia,IDN,0,0,0,0,0,1,0,0,,,,,,1621,,,1621,,,,,,1952,,,1952,0,0,0,0,0,331,0,0,Netherlands,331,0,0,331,1952,1,,,,,,,817.6344807920781,,7.938198842641535,103,8.134533479416907,Netherlands,1,6.818899154630097,8.171804406530459,4.254439727222302,8.233722908665364,7.27188725017601,6.140562026092473,1.725921649499999,.4637467349190509,.2316572114908661,.5010504199474017,1.170951187683675,.1344380260588813,.5660445999811602,.1282120111848554,2019,East Asia & Pacific,7.349633802816901,8.159866194564495,4.895145429201389,9.662547394484731,7.433741967475357,6.576854611407487,1.777269024517568,,,1965,4.664966022582178,1975,5.119381242305551,1985,6.03624843983591,1995,6.502133386534655,96.7,0,1,0,0,0,.6905679,,-5,120,0,2.7,43.400002,.055599999,0,0,0,0,28,33,37,19,21,90,95,61,75,0,0,0,0,0,0,0,7.590909,1,0,0,0,8.0709057,0,0,0,0,0,29700,5.1357985,0,1,1,1.453499,14.409704,52.799999,.72756195,15.863203,1,1,48,3.3099999,0,Netherlands,Netherlands,0,,,Asia,Asia,1,1,1
India,IND,0,1,0,0,0,0,0,0,,1803,,,,,,,1803,,1947,,,,,,,1947,0,144,0,0,0,0,0,0,Britain,144,0,0,144,1947,1,,,774.4113352265895,,,,,,7.902156481903974,98,6.578671163845762,Britain,1,6.409030032933494,7.532483172949767,5.307317065268069,7.044112188442929,5.633202912203455,6.529479742481039,.9849798342060374,.1818007027834976,.1750492939851022,.1961901516430952,.7079969155080467,.2557080701537635,.2123070917763418,.1669084276429945,2019,South Asia,6.759940564635958,7.579954973221047,5.517146273591952,8.153071218491457,5.860226694305576,6.669395217481908,1.115277828386452,,,1960,5.745945541827115,1970,5.372957977870866,1980,4.992449948811708,1990,5.199827981849703,101.3,1,0,0,0,0,.7421975,,20,77,0,1.3,11.6,.22220001,0,0,0,0,24,28,46,-1,22,35,80,19,64,1,0,0,0,0,0,0,8.272727,0,0,0,0,7.3260002,0,0,5,0,7,6750,3.8842406,0,1,1,3.1654751,14.905146,82.300003,2.9295924,18.070621,1,0,53,1.4400001,0,Britain,Britain,0,,,Asia,Asia,1,1,1
Iraq,IRQ,0,1,0,0,0,0,0,0,,1917,,,,,,,1917,,1932,,,,,,,1932,0,15,0,0,0,0,0,0,Britain,15,0,0,15,1932,1,,,121.7450095700154,,,,,,7.60906309812596,16,7.677058968737507,Britain,1,5.038427650368905,5.290625570039019,2.968603929985796,8.111672693277335,3.634927741026819,5.28534109857129,2.00421917868648,.1166903537120026,.2752109163143274,.1476398718781467,.3640024929123412,.1724422162199945,.4603803869351238,.144132226513946,2019,Middle East & North Africa,5.113732876712329,4.9350832397989,3.179660437266738,7.820561564726295,3.775796589918793,5.939544349943151,1.841885401826248,,,,,,,,,,,67,0,1,0,0,0,,,33,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,68,.15000001,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Israel,ISR,0,1,0,0,0,0,0,0,,1920,,,,,,,1920,,1948,,,,,,,1948,0,28,0,0,0,0,0,0,Britain,28,0,0,28,1948,1,,,213.2628973391486,,,,,,7.353893011694778,29,6.879172424104512,Britain,1,7.378362078804349,6.252965548545778,5.879978917038491,9.503932359159673,8.396565828724064,6.851391425181748,1.5563308756611,.2713715586672155,.429531714250854,.1956257495514774,.3916218050541962,.2059546063723456,.6172663480849045,.1300371794964273,2019,Middle East & North Africa,7.629619565217391,6.432941120163489,6.083206157625465,9.762567683897359,8.433878644681331,7.418701676392721,1.505337500583436,,,1960,5.308337987815438,1970,4.713782550491591,1980,4.208028527158981,1990,5.060214560381857,170.5,1,0,0,0,0,.3270557,,31.5,34.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,52,.28,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Jamaica,JAM,0,1,0,0,0,0,0,1,,1655,,,,,,1509,1509,,1962,,,,,,1655,1962,0,307,0,0,0,0,0,146,Britain,307,0,0,453,1962,2,,,889.4597865638879,,,,,,7.871325544813167,113,7.877900648831044,Britain,1,7.493371854517011,8.103584840721414,5.484982406181782,8.767446046977751,7.529737089757807,7.601042248362627,1.27712286573005,.1750231906509502,.1755254178216979,.2514053750239426,.478236871527795,.3950783395288242,.5041198700718083,.1379432041643125,2019,Latin America & the Caribbean,7.609688768606225,8.215443453305378,5.754812466409638,9.275674888898676,6.62869215932002,8.173877333027663,1.402112483942529,,,1975,5.00905282663705,1985,5.15687314642104,1995,6.518719183618654,2002,7.41992460070879,178.8,1,0,0,0,0,.0125,.095,18.25,-77.5,0,9.6000004,.1,.20166667,0,0,0,0,26,33,36,14,20,77,88,61,73,0,0,0,0,0,0,0,7.090909,0,0,0,0,8.1886892,0,0,0,0,0,0,4.8675346,1,1,0,1.5303947,9.2900753,34.799999,-.1827217,10.82047,0,1,38,4.5300002,1,Britain,Britain,0,,,America,America,1,1,1
Jordan,JOR,0,1,0,0,0,0,0,0,,1923,,,,,,,1923,,1946,,,,,,,1946,0,23,0,0,0,0,0,0,Britain,23,0,0,23,1946,1,,,177.6452164837262,,,,,,7.401884020155258,24,6.343039099045326,Britain,1,7.334221962433418,7.279821342767311,4.27718809965291,9.362184140737963,8.057551212095461,7.686143915171392,1.904158544953917,.1598310114237315,.5665400333243651,.0943358878799256,.3741578970319055,.1833089955213449,.2927153289834375,.1068781766720872,2019,Middle East & North Africa,7.509810298102981,7.397685763727384,4.303198702143973,9.90413460065751,8.017412379981677,7.902244241618068,2.027268121262756,,,1960,3.87988959199251,1970,5.780731756891347,1980,5.659889885388399,1990,5.38982163514012,109.7,0,1,0,0,0,.0297194,,31,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,54,.23,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Kenya,KEN,0,1,0,0,0,0,0,0,,1891,,,,,,,1891,,1963,,,,,,,1963,0,72,0,0,0,0,0,0,Britain,72,0,0,72,1963,1,,,564.9609472509815,,,,,,7.739191058232623,73,7.889457208435549,Britain,1,6.989904253148178,7.367655337655902,4.660147210524719,8.866056227715994,6.741105713575086,7.305414503304933,1.569613853837373,.2269141852182019,.7710990809057667,.4122001093616728,.3594862385195567,.1535402329930239,.3373701229658965,.1808033416291588,2019,Sub-Saharan Africa,6.999942611190819,7.084860231882324,4.962253249820064,9.401516063905222,6.640577545557652,6.917317736768592,1.586104096895388,,,1975,5.06095462888907,1985,5.061079114306089,1995,5.735167726802135,2003,6.702666217070024,66.90000000000001,1,0,0,0,0,.8269649,.003,1,38,1,26.4,6,.011111111,0,0,0,0,18,26,31,5,11,74,89,40,62,1,1,0,0,0,0,0,6.0454545,0,0,0,0,7.0561752,0,0,0,0,0,0,4.9767337,0,1,0,.96909398,13.251882,48.300003,.34048524,14.220976,0,0,37,.72000003,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Cambodia,KHM,0,0,1,0,0,0,0,0,,,1868,,,,,,1868,,,1952,,,,,,1952,0,0,84,0,0,0,0,0,France,84,0,0,84,1952,1,612.076760439002,,,,,,,,7.200903063988259,85,6.656974183791318,France,1,7.109226740910183,8.484725267909601,3.736554394096369,9.202306223122328,7.437949781056763,6.665769156517764,2.136435964129026,.2233000853366499,.6291369643213711,.1464520029200755,.1666146964365925,.2730717368148227,.410835456383547,.1538155000043216,2019,East Asia & Pacific,7.379649859943978,9.201444516633668,3.702671836957276,9.2657986350833,7.721377070897936,7.005568485481468,2.272299184214529,,,,,,,,,,,54,0,0,1,0,0,.1335464,,13,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,48,.83999997,0,France,France,0,,1,Asia,Asia,1,1,1
Kuwait,KWT,0,1,0,0,0,0,0,0,,1914,,,,,,,1914,,1961,,,,,,,1961,0,47,0,0,0,0,0,0,Britain,47,0,0,47,1961,1,,,355.3795295750367,,,,,,7.403740199479931,48,7.887395494277882,Britain,1,6.831226143156935,6.021655897676689,4.832876110906282,8.244921778767912,7.575300293943532,7.485332425214184,1.407309867258108,.1827290914688797,.3573985111253651,.1017026554073108,.2844039313808402,.2856716718809867,.4801892211975963,.11775144198642,2019,Middle East & North Africa,6.739985163204747,5.871215769043341,4.94336465573131,8.233012047391442,7.285295285780901,7.380227439838806,1.315197066566943,,,1975,5.875806413429775,1985,6.592355633998502,1995,6.593472343615289,2001,6.910062392451302,24.5,0,1,0,0,0,,,29.3375,47.6581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,39,.47,0,Britain,Britain,0,,1,Asia,Asia,1,1,1
Laos,LAO,0,0,1,0,0,0,0,0,,,1892,,,,,,1892,,,1952,,,,,,1952,0,0,60,0,0,0,0,0,France,60,0,0,60,1952,1,425.7235052371158,,,,,,,,6.979073856346161,61,6.656974183791318,France,1,6.44331733574196,6.954757889637965,5.070577684692988,7.365785484314261,6.880020441945558,6.014441734956406,.9956125552794951,.2927060745481115,.411003302371824,.3011756162518132,.2045595949836417,.4190223441691099,.8257693830133854,.1902156190629551,2019,East Asia & Pacific,6.649769585253456,7.212646828454441,4.765096309088085,7.531882057149218,7.252798391063592,6.478665973992457,1.122481036571737,,,,,,,,,,,255.3,0,0,1,0,0,.25,,18,105,0,.80000001,1,.2,1,0,0,0,26,33,40,4,21,71,87,71,87,0,0,0,0,0,0,0,,0,0,0,0,7.0900769,1,0,0,0,0,0,4.9416423,0,1,1,.54991299,12.349307,98,-.14323419,12.89922,0,0,48,.60000002,0,France,France,0,,,Asia,Asia,1,1,1
Lebanon,LBN,0,0,1,0,0,0,0,0,,,1921,,,,,,1921,,,1946,,,,,,1946,0,0,25,0,0,0,0,0,France,25,0,0,25,1946,1,170.7461394923041,,,,,,,,6.567159211242465,26,4.917534114475077,France,1,7.103958319653008,8.392430219320637,4.18238394352114,9.529791583997623,6.891423155838337,6.518810966720243,2.039432365203943,.115660313442819,.2042971489805077,.1027726127935853,.1291114010664383,.4133523428904078,.1702538052347132,.0591492090157274,2019,Middle East & North Africa,6.847435897435898,8.123215300090092,4.231572321674101,9.519701005244089,5.9060248635114,6.456302299878419,2.040257112297437,,,1960,6.189178875390461,,,,,,,419.7,0,1,0,0,0,.1140004,,33.8333,35.8333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,0,54,.25,0,France,France,0,,1,Asia,Asia,1,1,1
Libya,LBY,0,1,0,0,1,0,0,0,,1946,,,1912,,,,1912,,1952,,,1942,,,,1952,0,6,0,0,30,0,0,0,Italy,30,4,0,36,1952,2,,,49.74134543619569,,,192.1816166447754,,,6.366393738972922,38,7.531954961315417,Britain,0,4.604416199658054,5.147520755797309,3.296302367146826,6.776345183921982,2.305001582057496,5.713634829804341,1.909318679938029,.3705760281805022,.1013513593017304,.1878983633664615,.7288676923298303,1.464145406758709,.5721181914811341,.5107401704543707,2019,Middle East & North Africa,4.28936170212766,4.98,3.472878692659068,7.80726546219726,.7576524632511068,5.101159897863831,2.576863524650783,,,1965,4.792576410829751,,,,,,,40.3,0,1,0,0,0,.1214057,,25,17,1,.2,98.099998,.27777779,0,0,0,0,24,28,46,1,17,54,72,53,72,0,1,0,0,0,0,0,5.2727275,0,0,1,0,,0,0,0,0,0,4500000,,0,1,0,2.6538234,10.46854,1.6000016,2.6538234,13.122363,0,0,48,.36000001,1,Italy,Italy,0,,,Africa,Africa,1,1,1
Sri Lanka,LKA,0,1,0,0,0,0,1,0,,1797,,,,,1619,,1619,,1948,,,,,1656,,1948,0,151,0,0,0,0,37,0,Britain,151,141,0,188,1948,2,,,781.2905076506939,,,,,,7.89182330960297,99,6.879172424104512,Britain,1,6.52763021335808,7.960928735464458,4.724636005131194,6.790566965634829,6.550936890775342,6.612997950127792,1.275568921113967,.2159565834376615,.5193513146401945,.2437064870108448,.8240960396458374,.6852957975997822,.2702227534263924,.1852460437327247,2019,South Asia,6.72,8.163925418429324,5.074159881659048,7.98832439251948,5.46563330860663,6.886906729636234,1.414528375810781,,,1960,5.216791048596045,1970,5.098335152155051,1980,5.386059048261362,1990,5.697848793255457,65,1,0,0,0,0,.3257469,,7,81,0,6.8000002,7.1999998,.077777781,0,0,0,0,27,31,36,15,22,71,80,66,78,0,0,0,0,0,0,0,6.0454545,0,0,0,0,7.7319307,0,0,0,0,0,0,4.2456341,0,1,1,2.7390766,11.076434,85.599998,2.515933,13.815511,0,1,52,1.88,1,Britain,Britain,0,,,Asia,Asia,1,1,1
Lesotho,LSO,0,1,0,0,0,0,0,0,,1874,,,,,,,1874,,1966,,,,,,,1966,0,92,0,0,0,0,0,0,Britain,92,0,0,92,1966,1,,,730.5343294494538,,,,,,7.855207843542514,93,7.829785237350956,Britain,1,6.476943271794553,5.935568571246602,4.816460782226555,7.870100260212317,6.300296800913804,7.413966460979867,1.286067787729057,.1765275168446548,.5992577858302659,.5905205130403751,.2161148263934531,.525475382542763,.2048808400743289,.1884956007474294,2019,Sub-Saharan Africa,6.500030627871364,5.204865536362202,5.211400494723263,8.097810354559837,6.762610411503847,7.238622022783447,1.275278375671157,,,,,,,2005,6.174492630208568,2006,6.357591258451985,620.2,1,0,0,0,0,.2097619,.003,-29.5,28.5,1,43.5,0,.32555553,0,0,0,0,16,23,38,-9,6,51,75,25,42,0,0,0,0,0,0,0,,0,0,0,0,7.3065314,1,0,0,0,0,0,,0,1,0,-.71053749,10.320552,26.700001,,9.610014,0,0,34,.92000002,0,Britain,Britain,0,,,Africa,Africa,1,1,1
Morocco,MAR,0,0,1,0,0,0,0,1,,,1912,,,,,1884,1884,,,1956,,,,,1975,1975,0,0,44,0,0,0,0,91,Spain,91,0,44,91,1975,2,296.5458427551745,,,575.9873132099322,,,,,6.368855153029976,137,6.505502202030871,Spain,1,6.336154006788286,6.770206475844955,5.110383893252238,7.125108075396045,6.182683410398672,6.497941773405756,.8176472017282623,.2667169103964464,.1747153034625186,.3246441092455651,.1889308892504321,.4796746682973816,.5798053024443145,.1194033551514369,2019,Middle East & North Africa,6.739710365853659,6.692949577474707,5.699530467602557,7.424166088899137,6.898838398154426,6.991415511755306,.6405668781370578,,,1985,5.21248015689656,1995,5.979870067202495,2005,6.150609756097563,2015,6.550000000000001,241.3,0,1,0,0,0,.3479719,.045,32,-5,1,.2,99.400002,.35555556,1,0,0,0,24,27,48,0,12,87,92,59,72,1,0,0,0,0,0,0,7.090909,0,0,0,0,8.0423784,0,0,0,0,0,0,4.3592696,0,1,0,2.2064812,12.014494,.39999849,2.4941635,14.220976,1,0,25,1.35,1,Spain,France,0,,,Africa,Africa,1,1,1
Madagascar,MDG,0,0,1,0,0,0,0,0,,,1890,,,,,,1890,,,1960,,,,,,1960,0,0,70,0,0,0,0,0,France,70,0,0,70,1960,1,501.6674308202389,,,,,,,,7.065738462256886,71,7.81686086670639,France,1,6.066373836043489,7.589969553798362,3.035523273996199,7.589890638452526,6.293420682816167,5.828186274590829,1.885170680868867,.249226740839404,.5802951468087282,.1940245226875313,.4043141082320968,.2925949804572374,.3794113071437037,.2052631893606098,2019,Sub-Saharan Africa,6.319639934533552,7.70316606332526,3.017045547797896,7.96985871866868,6.689548673911794,6.196605202864899,1.980932211378192,,,1970,4.632112176089109,1980,3.91803841603555,1990,4.562519930944792,2000,5.664474405659157,116.9,0,1,0,0,0,.0627486,.008,-20,47,1,26,1.7,.22222222,1,0,0,0,18,27,35,1,12,85,94,49,71,1,0,0,0,0,0,0,4.4545455,0,0,0,0,6.8351846,0,0,0,0,0,0,6.2842088,0,1,0,.18540059,13.273435,50.299999,-1.0673624,13.458836,1,1,40,.69999999,0,France,France,0,,,Africa,Africa,1,1,1
Mexico,MEX,0,0,0,0,0,0,0,1,,,,,,,,1520,1520,,,,,,,,1821,1821,0,0,0,0,0,0,0,301,Spain,301,0,0,301,1821,1,,,,,,,,,,0,,,,6.953151723951208,7.726473511564595,4.930791889302506,8.012205299101613,7.231692057941727,6.868662462317718,1.232771665003016,.1422660110312697,.3924206942348384,.2009903282827666,.2990132081458463,.2436300645797448,.1774000279654198,.1409356475568148,2019,Latin America & the Caribbean,7.199887798036466,8.249111528056583,4.694629015446556,8.230005369440267,7.712994021250311,7.096590297748508,1.475824403997995,,,,,,,,,,,173.2,0,1,0,0,0,.1740741,.053,23,-102,0,94.699997,0,.25555557,0,1,0,0,16,23,32,-3,9,66,86,26,54,0,1,0,0,0,0,0,7.5,0,0,0,0,8.9437675,0,0,0,13,4,570000,4.2626801,1,1,0,.96302074,14.461927,4.1000032,.45219514,15.424949,1,0,179,3.01,0,Spain,Spain,0,,,America,America,0,1,0
Mali,MLI,0,0,1,0,0,0,0,0,,,1897,,,,,,1897,,,1960,,,,,,1960,0,0,63,0,0,0,0,0,France,63,0,0,63,1960,1,446.2028762769904,,,,,,,,6.971919941827975,64,7.81686086670639,France,1,5.715589223795604,6.245976437102725,3.580741793456185,6.778487272894705,6.08672676038827,5.893012755946904,1.301780493877422,.1615825334920816,.5080969629595098,.0854546431810392,.5382128418352972,.2955586163589651,.4947529111372099,.1466212346900521,2019,Sub-Saharan Africa,5.899914675767918,6.396741008285208,3.494592676875635,7.185048793909625,6.06458391924217,6.342790540330462,1.405985862646909,,,1975,5.019123130402916,1980,5.713150176490693,1990,5.882946597819961,2000,5.678137020296613,14.7,0,1,0,0,0,.8085691,,17,-4,1,.69999999,80,.18888889,1,0,0,0,29,36,47,8,19,33,94,18,73,0,1,0,0,1,0,0,4,0,0,0,0,6.5652652,1,0,0,0,0,0,7.986165,0,1,0,0,13.503692,19.1,-.40546507,13.503692,0,0,40,.63,0,France,France,0,,,Africa,Africa,1,1,1
Myanmar (Burma),MMR,0,1,0,0,0,0,0,0,,1879,,,,,,,1879,,1948,,,,,,,1948,0,69,0,0,0,0,0,0,Britain,69,0,0,69,1948,1,,,549.317426320218,,,,,,7.847391804574543,70,6.879172424104512,Britain,1,4.58339922176623,6.179399665993472,3.39020954037259,5.36979295863107,3.230118592067206,4.862313593073078,1.478956983642228,.8453653193710309,.9481618442675215,.4613560072985661,1.077379787751479,1.814605422517809,.6400431633193793,.2156262633362213,2019,East Asia & Pacific,5.560622895622895,7.345035230345803,3.813737379893435,6.493587295266582,4.889161729694126,5.252761977836344,1.383092712148607,,,1960,4.913258682226676,1970,4.599093925338761,1980,4.549730150173139,1990,3.535548816388415,198.8,0,0,1,0,0,.3839685,,22,98,0,.89999998,3.5999999,.24444444,0,0,0,0,28,34,41,13,22,71,89,52,88,0,0,0,0,0,0,0,5.7727275,0,0,0,0,,0,0,0,0,0,0,3.5438535,0,1,1,1.8055289,13.396276,92.300003,1.1123817,15.201805,1,0,52,.69,0,Britain,Britain,0,,,Asia,Asia,1,1,1
